NKE [99.88, 99.69, 99.71, 99.805, 99.9, 99.96, 100.0, 100.02, 99.96, 100.05, 100.0, 99.9136, 99.9213, 99.995, 100.1, 100.01, 100.12, 100.15, 100.15, 100.15, 100.15, 100.15, 100.15, 100.15, 100.15, 100.15, 100.15, 100.15, 100.15, 100.15, 100.15, 100.15, 100.15, 100.15, 100.15, 100.15, 100.15, 100.15, 100.15, 100.15, 100.15, 100.15, 100.15, 100.15, 100.15, 100.15, 100.15, 100.15, 100.15, 100.15, 100.15, 100.15, 100.15, 100.15, 100.15, 100.15, 100.15, 100.15, 100.15, 100.15, 100.15, 100.15, 100.15, 100.15, 100.15, 100.15, 100.15, 100.15, 100.15, 100.15, 100.15, 100.15, 100.5296]
PFE [34.91, 34.91, 34.93, 34.93, 34.9736, 34.98, 35.02, 35.035, 35.0181, 35.039, 35.025, 34.98, 34.98, 34.97, 34.985, 34.93, 34.945, 34.935, 34.93, 34.93, 34.93, 34.93, 34.93, 34.93, 34.93, 34.93, 34.93, 34.93, 34.93, 34.93, 34.93, 34.93, 34.93, 34.93, 34.93, 34.93, 34.93, 34.93, 34.93, 34.93, 34.93, 34.93, 34.93, 34.93, 34.93, 34.93, 34.93, 34.93, 34.93, 34.93, 34.93, 34.93, 34.93, 34.93, 34.93, 34.93, 34.93, 34.93, 34.93, 34.93, 34.93, 34.93, 34.93, 34.93, 34.93, 34.93, 34.93, 34.93, 34.93, 34.93, 34.93, 34.93, 34.94]
PG [83.0199, 82.97, 83.045, 83.0567, 83.2, 83.1201, 83.174, 83.19, 83.2151, 83.225, 83.2, 83.169, 83.18, 83.25, 83.33, 83.21, 83.11, 83.09, 83.09, 83.09, 83.09, 83.09, 83.09, 83.09, 83.09, 83.09, 83.09, 83.09, 83.09, 83.09, 83.09, 83.09, 83.09, 83.09, 83.09, 83.09, 83.09, 83.09, 83.09, 83.09, 83.09, 83.09, 83.09, 83.09, 83.09, 83.09, 83.09, 83.09, 83.09, 83.09, 83.09, 83.09, 83.09, 83.09, 83.09, 83.09, 83.09, 83.09, 83.09, 83.09, 83.09, 83.09, 83.09, 83.09, 83.09, 83.09, 83.09, 83.09, 83.09, 83.09, 83.09, 83.09, 81.49]
TRV [101.49, 101.42, 101.69, 101.63, 101.62, 101.66, 101.63, 101.61, 101.535, 101.635, 101.6, 101.66, 101.75, 101.68, 101.91, 101.92, 101.93, 102.01, 102.02, 102.02, 102.02, 102.02, 102.02, 102.02, 102.02, 102.02, 102.02, 102.02, 102.02, 102.02, 102.02, 102.02, 102.02, 102.02, 102.02, 102.02, 102.02, 102.02, 102.02, 102.02, 102.02, 102.02, 102.02, 102.02, 102.02, 102.02, 102.02, 102.02, 102.02, 102.02, 102.02, 102.02, 102.02, 102.02, 102.02, 102.02, 102.02, 102.02, 102.02, 102.02, 102.02, 102.02, 102.02, 102.02, 102.02, 102.02, 102.02, 102.02, 102.02, 102.02, 102.02, 102.02, 102.06]
UNH [117.78, 117.92, 117.8401, 117.73, 117.7, 117.6155, 117.27, 117.43, 117.58, 117.61, 117.82, 117.67, 117.67, 117.697, 118.05, 117.79, 117.9308, 117.8, 117.81, 117.81, 117.81, 117.81, 117.81, 117.81, 117.81, 117.81, 117.81, 117.81, 117.81, 117.81, 117.81, 117.81, 117.81, 117.81, 117.81, 117.81, 117.81, 117.81, 117.81, 117.81, 117.81, 117.81, 117.81, 117.81, 117.81, 117.81, 117.81, 117.81, 117.81, 117.81, 117.81, 117.81, 117.81, 117.81, 117.81, 117.81, 117.81, 117.81, 117.81, 117.81, 117.81, 117.81, 117.81, 117.81, 117.81, 117.81, 117.81, 117.81, 117.81, 117.81, 117.81, 117.81, 117.49]
UTX [116.68, 116.565, 116.715, 116.785, 116.9, 116.88, 117.1336, 117.19, 117.12, 117.02, 117.05, 116.89, 116.985, 117.05, 117.125, 116.99, 116.89, 116.93, 116.96, 116.96, 116.96, 116.96, 116.96, 116.96, 116.96, 116.96, 116.96, 116.96, 116.96, 116.96, 116.96, 116.96, 116.96, 116.96, 116.96, 116.96, 116.96, 116.96, 116.96, 116.96, 116.96, 116.96, 116.96, 116.96, 116.96, 116.96, 116.96, 116.96, 116.96, 116.96, 116.96, 116.96, 116.96, 116.96, 116.96, 116.96, 116.96, 116.96, 116.96, 116.96, 116.96, 116.96, 116.96, 116.96, 116.96, 116.96, 116.96, 116.96, 116.96, 116.96, 116.96, 116.96, 116.895]
VZ [49.535, 49.54, 49.62, 49.63, 49.665, 49.605, 49.62, 49.6156, 49.5733, 49.55, 49.5099, 49.46, 49.51, 49.55, 49.525, 49.45, 49.5532, 49.55, 49.57, 49.57, 49.57, 49.57, 49.57, 49.57, 49.57, 49.57, 49.57, 49.57, 49.57, 49.57, 49.57, 49.57, 49.57, 49.57, 49.57, 49.57, 49.57, 49.57, 49.57, 49.57, 49.57, 49.57, 49.57, 49.57, 49.57, 49.57, 49.57, 49.57, 49.57, 49.57, 49.57, 49.57, 49.57, 49.57, 49.57, 49.57, 49.57, 49.57, 49.57, 49.57, 49.57, 49.57, 49.57, 49.57, 49.57, 49.57, 49.57, 49.57, 49.57, 49.57, 49.57, 49.57, 49.715]
V [68.56, 68.5, 68.4498, 68.325, 68.4475, 68.26, 68.26, 68.12, 68.04, 68.18, 68.21, 68.1007, 68.17, 68.15, 68.2899, 68.01, 68.1, 68.01, 68.01, 68.01, 68.01, 68.01, 68.01, 68.01, 68.01, 68.01, 68.01, 68.01, 68.01, 68.01, 68.01, 68.01, 68.01, 68.01, 68.01, 68.01, 68.01, 68.01, 68.01, 68.01, 68.01, 68.01, 68.01, 68.01, 68.01, 68.01, 68.01, 68.01, 68.01, 68.01, 68.01, 68.01, 68.01, 68.01, 68.01, 68.01, 68.01, 68.01, 68.01, 68.01, 68.01, 68.01, 68.01, 68.01, 68.01, 68.01, 68.01, 68.01, 68.01, 68.01, 68.01, 68.01, 67.72]
WMT [78.59, 78.525, 78.59, 78.47, 78.56, 78.5374, 78.59, 78.49, 78.4701, 78.405, 78.43, 78.3251, 78.44, 78.38, 78.515, 78.45, 78.42, 78.43, 78.43, 78.43, 78.43, 78.43, 78.43, 78.43, 78.43, 78.43, 78.43, 78.43, 78.43, 78.43, 78.43, 78.43, 78.43, 78.43, 78.43, 78.43, 78.43, 78.43, 78.43, 78.43, 78.43, 78.43, 78.43, 78.43, 78.43, 78.43, 78.43, 78.43, 78.43, 78.43, 78.43, 78.43, 78.43, 78.43, 78.43, 78.43, 78.43, 78.43, 78.43, 78.43, 78.43, 78.43, 78.43, 78.43, 78.43, 78.43, 78.43, 78.43, 78.43, 78.43, 78.43, 78.43, 78.78]
DIS [107.81, 107.7447, 107.82, 107.85, 108.0, 107.9572, 108.05, 108.14, 108.11, 108.12, 108.14, 108.02, 108.11, 108.13, 108.15, 107.95, 107.98, 107.94, 107.94, 107.94, 107.94, 107.94, 107.94, 107.94, 107.94, 107.94, 107.94, 107.94, 107.94, 107.94, 107.94, 107.94, 107.94, 107.94, 107.94, 107.94, 107.94, 107.94, 107.94, 107.94, 107.94, 107.94, 107.94, 107.94, 107.94, 107.94, 107.94, 107.94, 107.94, 107.94, 107.94, 107.94, 107.94, 107.94, 107.94, 107.94, 107.94, 107.94, 107.94, 107.94, 107.94, 107.94, 107.94, 107.94, 107.94, 107.94, 107.94, 107.94, 107.94, 107.94, 107.94, 107.94, 108.28]
